p,strategy_A,strategy_B,is_bne,symmetric,A_low_action,A_high_action,B_low_action,B_high_action,max_deviation_gain,expected_payoff_A,expected_payoff_B
0.65,LL,LP,False,False,L,L,L,P,2.2,0.35,-0.77
0.65,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.55
0.65,PL,LL,False,False,P,L,L,L,1.2,-0.78,0.65
0.65,PL,PL,True,True,P,L,P,L,0.0,0.7150000000000001,0.7150000000000001
0.65,PL,LP,False,False,P,L,L,P,0.8999999999999998,0.024999999999999856,0.33500000000000013
0.65,PL,PP,False,False,P,L,P,P,0.8999999999999998,1.52,0.40000000000000024
0.65,LP,LL,False,False,L,P,L,L,2.2,-0.77,0.35
0.65,LP,PL,False,False,L,P,P,L,0.8999999999999998,0.33500000000000013,0.024999999999999856
0.65,LP,LP,False,True,L,P,L,P,1.5,-0.17500000000000004,-0.17500000000000004
0.65,LP,PP,False,False,L,P,P,P,1.5,0.9299999999999999,-0.5000000000000001
0.65,PP,LL,False,False,P,P,L,L,2.2,-1.55,1.0
0.65,PP,PL,False,False,P,P,P,L,0.8999999999999998,0.40000000000000024,1.52
0.65,PP,LP,False,False,P,P,L,P,1.5,-0.5000000000000001,0.9299999999999999
0.65,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.4500000000000002,1.4500000000000002
0.66,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.66,LL,PL,False,False,L,L,P,L,1.2,0.66,-0.792
0.66,LL,LP,False,False,L,L,L,P,2.2,0.33999999999999997,-0.748
0.66,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.54
0.66,PL,LL,False,False,P,L,L,L,1.2,-0.792,0.66
0.66,PL,PL,True,True,P,L,P,L,0.0,0.7392000000000001,0.7392000000000001
0.66,PL,LP,False,False,P,L,L,P,0.88,-0.0032000000000000223,0.36080000000000007
0.66,PL,PP,False,False,P,L,P,P,0.88,1.528,0.44000000000000006
0.66,LP,LL,False,False,L,P,L,L,2.2,-0.748,0.33999999999999997
0.66,LP,PL,False,False,L,P,P,L,0.88,0.36080000000000007,-0.0032000000000000223
0.66,LP,LP,False,True,L,P,L,P,1.52,-0.17679999999999996,-0.17679999999999996
0.66,LP,PP,False,False,L,P,P,P,1.52,0.9319999999999999,-0.5199999999999999
0.66,PP,LL,False,False,P,P,L,L,2.2,-1.54,1.0
0.66,PP,PL,False,False,P,P,P,L,0.88,0.44000000000000006,1.528
0.66,PP,LP,False,False,P,P,L,P,1.52,-0.5199999999999999,0.9319999999999999
0.66,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.4600000000000002,1.4600000000000002
0.67,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.67,LL,PL,False,False,L,L,P,L,1.2,0.67,-0.804
0.67,LL,LP,False,False,L,L,L,P,2.2,0.32999999999999996,-0.726
0.67,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.53
0.67,PL,LL,False,False,P,L,L,L,1.2,-0.804,0.67
0.67,PL,PL,True,True,P,L,P,L,0.0,0.7638000000000001,0.7638000000000001
0.67,PL,LP,False,False,P,L,L,P,0.8599999999999998,-0.031800000000000134,0.3862000000000002
0.67,PL,PP,False,False,P,L,P,P,0.8599999999999998,1.536,0.4800000000000003
0.67,LP,LL,False,False,L,P,L,L,2.2,-0.726,0.32999999999999996
0.67,LP,PL,False,False,L,P,P,L,0.8599999999999998,0.3862000000000002,-0.031800000000000134
0.67,LP,LP,False,True,L,P,L,P,1.54,-0.17819999999999994,-0.17819999999999994
0.67,LP,PP,False,False,L,P,P,P,1.54,0.9339999999999999,-0.54
0.67,PP,LL,False,False,P,P,L,L,2.2,-1.53,1.0
0.67,PP,PL,False,False,P,P,P,L,0.8599999999999998,0.4800000000000003,1.536
0.67,PP,LP,False,False,P,P,L,P,1.54,-0.54,0.9339999999999999
0.67,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.4700000000000002,1.4700000000000002
0.68,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.68,LL,PL,False,False,L,L,P,L,1.2,0.68,-0.8160000000000001
0.68,LL,LP,False,False,L,L,L,P,2.2,0.31999999999999995,-0.704
0.68,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.52
0.68,PL,LL,False,False,P,L,L,L,1.2,-0.8160000000000001,0.68
0.68,PL,PL,True,True,P,L,P,L,0.0,0.7888000000000001,0.7888000000000001
0.68,PL,LP,False,False,P,L,L,P,0.84,-0.06080000000000016,0.4112000000000001
0.68,PL,PP,False,False,P,L,P,P,0.84,1.544,0.52
0.68,LP,LL,False,False,L,P,L,L,2.2,-0.704,0.31999999999999995
0.68,LP,PL,False,False,L,P,P,L,0.84,0.4112000000000001,-0.06080000000000016
0.68,LP,LP,False,True,L,P,L,P,1.56,-0.1792,-0.1792
0.68,LP,PP,False,False,L,P,P,P,1.56,0.9359999999999999,-0.56
0.68,PP,LL,False,False,P,P,L,L,2.2,-1.52,1.0
0.68,PP,PL,False,False,P,P,P,L,0.84,0.52,1.544
0.68,PP,LP,False,False,P,P,L,P,1.56,-0.56,0.9359999999999999
0.68,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.4800000000000002,1.4800000000000002
0.69,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.69,LL,PL,False,False,L,L,P,L,1.2,0.69,-0.828
0.69,LL,LP,False,False,L,L,L,P,2.2,0.31000000000000005,-0.6820000000000002
0.69,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.5100000000000002
0.69,PL,LL,False,False,P,L,L,L,1.2,-0.828,0.69
0.69,PL,PL,True,True,P,L,P,L,0.0,0.8141999999999998,0.8141999999999998
0.69,PL,LP,False,False,P,L,L,P,0.8200000000000001,-0.09019999999999985,0.43579999999999985
0.69,PL,PP,False,False,P,L,P,P,0.8200000000000001,1.552,0.5599999999999998
0.69,LP,LL,False,False,L,P,L,L,2.2,-0.6820000000000002,0.31000000000000005
0.69,LP,PL,False,False,L,P,P,L,0.8200000000000001,0.43579999999999985,-0.09019999999999985
0.69,LP,LP,False,True,L,P,L,P,1.5799999999999998,-0.1798,-0.1798
0.69,LP,PP,False,False,L,P,P,P,1.5799999999999998,0.938,-0.5799999999999998
0.69,PP,LL,False,False,P,P,L,L,2.2,-1.5100000000000002,1.0
0.69,PP,PL,False,False,P,P,P,L,0.8200000000000001,0.5599999999999998,1.552
0.69,PP,LP,False,False,P,P,L,P,1.5799999999999998,-0.5799999999999998,0.938
0.69,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.49,1.49
0.7,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.7,LL,PL,False,False,L,L,P,L,1.2,0.7,-0.84
0.7,LL,LP,False,False,L,L,L,P,2.2,0.30000000000000004,-0.6600000000000001
0.7,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.5
0.7,PL,LL,False,False,P,L,L,L,1.2,-0.84,0.7
0.7,PL,PL,True,True,P,L,P,L,0.0,0.8399999999999999,0.8399999999999999
0.7,PL,LP,False,False,P,L,L,P,0.8000000000000003,-0.11999999999999988,0.45999999999999985
0.7,PL,PP,False,False,P,L,P,P,0.8000000000000003,1.56,0.5999999999999996
0.7,LP,LL,False,False,L,P,L,L,2.2,-0.6600000000000001,0.30000000000000004
0.7,LP,PL,False,False,L,P,P,L,0.8000000000000003,0.45999999999999985,-0.11999999999999988
0.7,LP,LP,False,True,L,P,L,P,1.5999999999999999,-0.18,-0.18
0.7,LP,PP,False,False,L,P,P,P,1.5999999999999999,0.94,-0.5999999999999999
0.7,PP,LL,False,False,P,P,L,L,2.2,-1.5,1.0
0.7,PP,PL,False,False,P,P,P,L,0.8000000000000003,0.5999999999999996,1.56
0.7,PP,LP,False,False,P,P,L,P,1.5999999999999999,-0.5999999999999999,0.94
0.7,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.5,1.5
0.71,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.71,LL,PL,False,False,L,L,P,L,1.2,0.71,-0.852
0.71,LL,LP,False,False,L,L,L,P,2.2,0.29000000000000004,-0.6380000000000001
0.71,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.4900000000000002
0.71,PL,LL,False,False,P,L,L,L,1.2,-0.852,0.71
0.71,PL,PL,True,True,P,L,P,L,0.0,0.8661999999999999,0.8661999999999999
0.71,PL,LP,False,False,P,L,L,P,0.78,-0.1501999999999999,0.48379999999999995
0.71,PL,PP,False,False,P,L,P,P,0.78,1.568,0.6399999999999999
0.71,LP,LL,False,False,L,P,L,L,2.2,-0.6380000000000001,0.29000000000000004
0.71,LP,PL,False,False,L,P,P,L,0.78,0.48379999999999995,-0.1501999999999999
0.71,LP,LP,False,True,L,P,L,P,1.6199999999999999,-0.17979999999999996,-0.17979999999999996
0.71,LP,PP,False,False,L,P,P,P,1.6199999999999999,0.942,-0.6199999999999999
0.71,PP,LL,False,False,P,P,L,L,2.2,-1.4900000000000002,1.0
0.71,PP,PL,False,False,P,P,P,L,0.78,0.6399999999999999,1.568
0.71,PP,LP,False,False,P,P,L,P,1.6199999999999999,-0.6199999999999999,0.942
0.71,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.51,1.51
0.72,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.72,LL,PL,False,False,L,L,P,L,1.2,0.72,-0.864
0.72,LL,LP,False,False,L,L,L,P,2.2,0.28,-0.6160000000000001
0.72,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.48
0.72,PL,LL,False,False,P,L,L,L,1.2,-0.864,0.72
0.72,PL,PL,True,True,P,L,P,L,0.0,0.8928000000000001,0.8928000000000001
0.72,PL,LP,False,False,P,L,L,P,0.7599999999999998,-0.1807999999999999,0.5072
0.72,PL,PP,False,False,P,L,P,P,0.7599999999999998,1.576,0.6800000000000002
0.72,LP,LL,False,False,L,P,L,L,2.2,-0.6160000000000001,0.28
0.72,LP,PL,False,False,L,P,P,L,0.7599999999999998,0.5072,-0.1807999999999999
0.72,LP,LP,False,True,L,P,L,P,1.64,-0.17920000000000003,-0.17920000000000003
0.72,LP,PP,False,False,L,P,P,P,1.64,0.944,-0.6399999999999999
0.72,PP,LL,False,False,P,P,L,L,2.2,-1.48,1.0
0.72,PP,PL,False,False,P,P,P,L,0.7599999999999998,0.6800000000000002,1.576
0.72,PP,LP,False,False,P,P,L,P,1.64,-0.6399999999999999,0.944
0.72,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.52,1.52
0.73,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.73,LL,PL,False,False,L,L,P,L,1.2,0.73,-0.876
0.73,LL,LP,False,False,L,L,L,P,2.2,0.27,-0.5940000000000001
0.73,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.4700000000000002
0.73,PL,LL,False,False,P,L,L,L,1.2,-0.876,0.73
0.73,PL,PL,True,True,P,L,P,L,0.0,0.9198,0.9198
0.73,PL,LP,False,False,P,L,L,P,0.74,-0.21179999999999993,0.5301999999999999
0.73,PL,PP,False,False,P,L,P,P,0.74,1.584,0.72
0.73,LP,LL,False,False,L,P,L,L,2.2,-0.5940000000000001,0.27
0.73,LP,PL,False,False,L,P,P,L,0.74,0.5301999999999999,-0.21179999999999993
0.73,LP,LP,False,True,L,P,L,P,1.66,-0.17820000000000003,-0.17820000000000003
0.73,LP,PP,False,False,L,P,P,P,1.66,0.946,-0.6599999999999999
0.73,PP,LL,False,False,P,P,L,L,2.2,-1.4700000000000002,1.0
0.73,PP,PL,False,False,P,P,P,L,0.74,0.72,1.584
0.73,PP,LP,False,False,P,P,L,P,1.66,-0.6599999999999999,0.946
0.73,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.53,1.53
0.74,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.74,LL,PL,False,False,L,L,P,L,1.2,0.74,-0.888
0.74,LL,LP,False,False,L,L,L,P,2.2,0.26,-0.5720000000000001
0.74,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.46
0.74,PL,LL,False,False,P,L,L,L,1.2,-0.888,0.74
0.74,PL,PL,True,True,P,L,P,L,0.0,0.9471999999999998,0.9471999999999998
0.74,PL,LP,False,False,P,L,L,P,0.7200000000000002,-0.24319999999999997,0.5528
0.74,PL,PP,False,False,P,L,P,P,0.7200000000000002,1.592,0.7599999999999998
0.74,LP,LL,False,False,L,P,L,L,2.2,-0.5720000000000001,0.26
0.74,LP,PL,False,False,L,P,P,L,0.7200000000000002,0.5528,-0.24319999999999997
0.74,LP,LP,False,True,L,P,L,P,1.68,-0.17679999999999996,-0.17679999999999996
0.74,LP,PP,False,False,L,P,P,P,1.68,0.948,-0.6799999999999999
0.74,PP,LL,False,False,P,P,L,L,2.2,-1.46,1.0
0.74,PP,PL,False,False,P,P,P,L,0.7200000000000002,0.7599999999999998,1.592
0.74,PP,LP,False,False,P,P,L,P,1.68,-0.6799999999999999,0.948
0.74,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.54,1.54
0.75,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.75,LL,PL,False,False,L,L,P,L,1.2,0.75,-0.8999999999999999
0.75,LL,LP,False,False,L,L,L,P,2.2,0.25,-0.55
0.75,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.45
0.75,PL,LL,False,False,P,L,L,L,1.2,-0.8999999999999999,0.75
0.75,PL,PL,True,True,P,L,P,L,0.0,0.9750000000000001,0.9750000000000001
0.75,PL,LP,False,False,P,L,L,P,0.7,-0.275,0.575
0.75,PL,PP,False,False,P,L,P,P,0.7,1.6,0.8
0.75,LP,LL,False,False,L,P,L,L,2.2,-0.55,0.25
0.75,LP,PL,False,False,L,P,P,L,0.7,0.575,-0.275
0.75,LP,LP,False,True,L,P,L,P,1.7,-0.175,-0.175
0.75,LP,PP,False,False,L,P,P,P,1.7,0.95,-0.7
0.75,PP,LL,False,False,P,P,L,L,2.2,-1.45,1.0
0.75,PP,PL,False,False,P,P,P,L,0.7,0.8,1.6
0.75,PP,LP,False,False,P,P,L,P,1.7,-0.7,0.95
0.75,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.55,1.55
0.76,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.76,LL,PL,False,False,L,L,P,L,1.2,0.76,-0.9119999999999999
0.76,LL,LP,False,False,L,L,L,P,2.2,0.24,-0.528
0.76,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.44
0.76,PL,LL,False,False,P,L,L,L,1.2,-0.9119999999999999,0.76
0.76,PL,PL,True,True,P,L,P,L,0.0,1.0032,1.0032
0.76,PL,LP,False,False,P,L,L,P,0.72,-0.30720000000000003,0.5968000000000001
0.76,PL,PP,False,False,P,L,P,P,0.6799999999999997,1.608,0.8400000000000003
0.76,LP,LL,False,False,L,P,L,L,2.2,-0.528,0.24
0.76,LP,PL,False,False,L,P,P,L,0.72,0.5968000000000001,-0.30720000000000003
0.76,LP,LP,False,True,L,P,L,P,1.72,-0.17279999999999995,-0.17279999999999995
0.76,LP,PP,False,False,L,P,P,P,1.72,0.952,-0.72
0.76,PP,LL,False,False,P,P,L,L,2.2,-1.44,1.0
0.76,PP,PL,False,False,P,P,P,L,0.6799999999999997,0.8400000000000003,1.608
0.76,PP,LP,False,False,P,P,L,P,1.72,-0.72,0.952
0.76,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.56,1.56
0.77,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.77,LL,PL,False,False,L,L,P,L,1.2,0.77,-0.9239999999999999
0.77,LL,LP,False,False,L,L,L,P,2.2,0.22999999999999998,-0.506
0.77,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.43
0.77,PL,LL,False,False,P,L,L,L,1.2,-0.9239999999999999,0.77
0.77,PL,PL,True,True,P,L,P,L,0.0,1.0318,1.0318
0.77,PL,LP,False,False,P,L,L,P,0.74,-0.3398,0.6182
0.77,PL,PP,False,False,P,L,P,P,0.6599999999999999,1.616,0.8800000000000001
0.77,LP,LL,False,False,L,P,L,L,2.2,-0.506,0.22999999999999998
0.77,LP,PL,False,False,L,P,P,L,0.74,0.6182,-0.3398
0.77,LP,LP,False,True,L,P,L,P,1.74,-0.17020000000000002,-0.17020000000000002
0.77,LP,PP,False,False,L,P,P,P,1.74,0.954,-0.74
0.77,PP,LL,False,False,P,P,L,L,2.2,-1.43,1.0
0.77,PP,PL,False,False,P,P,P,L,0.6599999999999999,0.8800000000000001,1.616
0.77,PP,LP,False,False,P,P,L,P,1.74,-0.74,0.954
0.77,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.57,1.57
0.78,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.78,LL,PL,False,False,L,L,P,L,1.2,0.78,-0.9359999999999999
0.78,LL,LP,False,False,L,L,L,P,2.2,0.21999999999999997,-0.484
0.78,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.42
0.78,PL,LL,False,False,P,L,L,L,1.2,-0.9359999999999999,0.78
0.78,PL,PL,True,True,P,L,P,L,0.0,1.0608,1.0608
0.78,PL,LP,False,False,P,L,L,P,0.76,-0.3728,0.6392
0.78,PL,PP,False,False,P,L,P,P,0.6400000000000001,1.624,0.9199999999999999
0.78,LP,LL,False,False,L,P,L,L,2.2,-0.484,0.21999999999999997
0.78,LP,PL,False,False,L,P,P,L,0.76,0.6392,-0.3728
0.78,LP,LP,False,True,L,P,L,P,1.76,-0.16720000000000002,-0.16720000000000002
0.78,LP,PP,False,False,L,P,P,P,1.76,0.956,-0.76
0.78,PP,LL,False,False,P,P,L,L,2.2,-1.42,1.0
0.78,PP,PL,False,False,P,P,P,L,0.6400000000000001,0.9199999999999999,1.624
0.78,PP,LP,False,False,P,P,L,P,1.76,-0.76,0.956
0.78,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.58,1.58
0.79,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.79,LL,PL,False,False,L,L,P,L,1.2,0.79,-0.948
0.79,LL,LP,False,False,L,L,L,P,2.2,0.20999999999999996,-0.46199999999999997
0.79,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.41
0.79,PL,LL,False,False,P,L,L,L,1.2,-0.948,0.79
0.79,PL,PL,True,True,P,L,P,L,0.0,1.0902,1.0902
0.79,PL,LP,False,False,P,L,L,P,0.78,-0.4062000000000001,0.6598000000000002
0.79,PL,PP,False,False,P,L,P,P,0.6199999999999999,1.6320000000000001,0.9600000000000002
0.79,LP,LL,False,False,L,P,L,L,2.2,-0.46199999999999997,0.20999999999999996
0.79,LP,PL,False,False,L,P,P,L,0.78,0.6598000000000002,-0.4062000000000001
0.79,LP,LP,False,True,L,P,L,P,1.78,-0.16379999999999995,-0.16379999999999995
0.79,LP,PP,False,False,L,P,P,P,1.78,0.958,-0.78
0.79,PP,LL,False,False,P,P,L,L,2.2,-1.41,1.0
0.79,PP,PL,False,False,P,P,P,L,0.6199999999999999,0.9600000000000002,1.6320000000000001
0.79,PP,LP,False,False,P,P,L,P,1.78,-0.78,0.958
0.79,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.59,1.59
0.8,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.8,LL,PL,False,False,L,L,P,L,1.2,0.8,-0.96
0.8,LL,LP,False,False,L,L,L,P,2.2,0.19999999999999996,-0.43999999999999995
0.8,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.4
0.8,PL,LL,False,False,P,L,L,L,1.2,-0.96,0.8
0.8,PL,PL,True,True,P,L,P,L,0.0,1.1200000000000003,1.1200000000000003
0.8,PL,LP,False,False,P,L,L,P,0.8,-0.4400000000000001,0.6800000000000002
0.8,PL,PP,False,False,P,L,P,P,0.5999999999999996,1.6400000000000001,1.0000000000000004
0.8,LP,LL,False,False,L,P,L,L,2.2,-0.43999999999999995,0.19999999999999996
0.8,LP,PL,False,False,L,P,P,L,0.8,0.6800000000000002,-0.4400000000000001
0.8,LP,LP,False,True,L,P,L,P,1.8,-0.15999999999999998,-0.15999999999999998
0.8,LP,PP,False,False,L,P,P,P,1.8,0.96,-0.8
0.8,PP,LL,False,False,P,P,L,L,2.2,-1.4,1.0
0.8,PP,PL,False,False,P,P,P,L,0.5999999999999996,1.0000000000000004,1.6400000000000001
0.8,PP,LP,False,False,P,P,L,P,1.8,-0.8,0.96
0.8,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.6,1.6
0.81,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.81,LL,PL,False,False,L,L,P,L,1.2,0.81,-0.972
0.81,LL,LP,False,False,L,L,L,P,2.2,0.18999999999999995,-0.4179999999999999
0.81,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.39
0.81,PL,LL,False,False,P,L,L,L,1.2,-0.972,0.81
0.81,PL,PL,True,True,P,L,P,L,0.0,1.1502000000000001,1.1502000000000001
0.81,PL,LP,False,False,P,L,L,P,0.8200000000000001,-0.4742000000000001,0.6998000000000002
0.81,PL,PP,False,False,P,L,P,P,0.5799999999999998,1.6480000000000001,1.0400000000000003
0.81,LP,LL,False,False,L,P,L,L,2.2,-0.4179999999999999,0.18999999999999995
0.81,LP,PL,False,False,L,P,P,L,0.8200000000000001,0.6998000000000002,-0.4742000000000001
0.81,LP,LP,False,True,L,P,L,P,1.82,-0.15579999999999997,-0.15579999999999997
0.81,LP,PP,False,False,L,P,P,P,1.82,0.962,-0.8200000000000001
0.81,PP,LL,False,False,P,P,L,L,2.2,-1.39,1.0
0.81,PP,PL,False,False,P,P,P,L,0.5799999999999998,1.0400000000000003,1.6480000000000001
0.81,PP,LP,False,False,P,P,L,P,1.82,-0.8200000000000001,0.962
0.81,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.61,1.61
0.82,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.82,LL,PL,False,False,L,L,P,L,1.2,0.82,-0.9839999999999999
0.82,LL,LP,False,False,L,L,L,P,2.2,0.18000000000000005,-0.39600000000000013
0.82,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.38
0.82,PL,LL,False,False,P,L,L,L,1.2,-0.9839999999999999,0.82
0.82,PL,PL,True,True,P,L,P,L,0.0,1.1807999999999998,1.1807999999999998
0.82,PL,LP,False,False,P,L,L,P,0.84,-0.5087999999999999,0.7192
0.82,PL,PP,False,False,P,L,P,P,0.5599999999999999,1.6560000000000001,1.0799999999999998
0.82,LP,LL,False,False,L,P,L,L,2.2,-0.39600000000000013,0.18000000000000005
0.82,LP,PL,False,False,L,P,P,L,0.84,0.7192,-0.5087999999999999
0.82,LP,LP,False,True,L,P,L,P,1.8399999999999999,-0.15119999999999997,-0.15119999999999997
0.82,LP,PP,False,False,L,P,P,P,1.8399999999999999,0.964,-0.8399999999999999
0.82,PP,LL,False,False,P,P,L,L,2.2,-1.38,1.0
0.82,PP,PL,False,False,P,P,P,L,0.5599999999999999,1.0799999999999998,1.6560000000000001
0.82,PP,LP,False,False,P,P,L,P,1.8399999999999999,-0.8399999999999999,0.964
0.82,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.62,1.62
0.83,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.83,LL,PL,False,False,L,L,P,L,1.2,0.83,-0.9959999999999999
0.83,LL,LP,False,False,L,L,L,P,2.2,0.17000000000000004,-0.3740000000000001
0.83,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.37
0.83,PL,LL,False,False,P,L,L,L,1.2,-0.9959999999999999,0.83
0.83,PL,PL,True,True,P,L,P,L,0.0,1.2117999999999998,1.2117999999999998
0.83,PL,LP,False,False,P,L,L,P,0.86,-0.5437999999999998,0.7382
0.83,PL,PP,False,False,P,L,P,P,0.5400000000000001,1.6640000000000001,1.1199999999999997
0.83,LP,LL,False,False,L,P,L,L,2.2,-0.3740000000000001,0.17000000000000004
0.83,LP,PL,False,False,L,P,P,L,0.86,0.7382,-0.5437999999999998
0.83,LP,LP,False,True,L,P,L,P,1.8599999999999999,-0.14620000000000002,-0.14620000000000002
0.83,LP,PP,False,False,L,P,P,P,1.8599999999999999,0.966,-0.8599999999999999
0.83,PP,LL,False,False,P,P,L,L,2.2,-1.37,1.0
0.83,PP,PL,False,False,P,P,P,L,0.5400000000000001,1.1199999999999997,1.6640000000000001
0.83,PP,LP,False,False,P,P,L,P,1.8599999999999999,-0.8599999999999999,0.966
0.83,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.6300000000000001,1.6300000000000001
0.84,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.84,LL,PL,False,False,L,L,P,L,1.2,0.8399999999999999,-1.008
0.84,LL,LP,False,False,L,L,L,P,2.2,0.16000000000000003,-0.3520000000000001
0.84,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.36
0.84,PL,LL,False,False,P,L,L,L,1.2,-1.008,0.8399999999999999
0.84,PL,PL,True,True,P,L,P,L,0.0,1.2432,1.2432
0.84,PL,LP,False,False,P,L,L,P,0.88,-0.5791999999999999,0.7567999999999999
0.84,PL,PP,False,False,P,L,P,P,0.5199999999999999,1.6720000000000002,1.1600000000000001
0.84,LP,LL,False,False,L,P,L,L,2.2,-0.3520000000000001,0.16000000000000003
0.84,LP,PL,False,False,L,P,P,L,0.88,0.7567999999999999,-0.5791999999999999
0.84,LP,LP,False,True,L,P,L,P,1.88,-0.14079999999999998,-0.14079999999999998
0.84,LP,PP,False,False,L,P,P,P,1.88,0.968,-0.88
0.84,PP,LL,False,False,P,P,L,L,2.2,-1.36,1.0
0.84,PP,PL,False,False,P,P,P,L,0.5199999999999999,1.1600000000000001,1.6720000000000002
0.84,PP,LP,False,False,P,P,L,P,1.88,-0.88,0.968
0.84,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.6400000000000001,1.6400000000000001
0.85,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.85,LL,PL,False,False,L,L,P,L,1.2,0.8499999999999999,-1.02
0.85,LL,LP,False,False,L,L,L,P,2.2,0.15000000000000002,-0.33000000000000007
0.85,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.35
0.85,PL,LL,False,False,P,L,L,L,1.2,-1.02,0.8499999999999999
0.85,PL,PL,True,True,P,L,P,L,0.0,1.275,1.275
0.85,PL,LP,False,False,P,L,L,P,0.9,-0.615,0.7749999999999999
0.85,PL,PP,False,False,P,L,P,P,0.5000000000000001,1.6800000000000002,1.2
0.85,LP,LL,False,False,L,P,L,L,2.2,-0.33000000000000007,0.15000000000000002
0.85,LP,PL,False,False,L,P,P,L,0.9,0.7749999999999999,-0.615
0.85,LP,LP,False,True,L,P,L,P,1.9,-0.13500000000000006,-0.13500000000000006
0.85,LP,PP,False,False,L,P,P,P,1.9,0.97,-0.9
0.85,PP,LL,False,False,P,P,L,L,2.2,-1.35,1.0
0.85,PP,PL,False,False,P,P,P,L,0.5000000000000001,1.2,1.6800000000000002
0.85,PP,LP,False,False,P,P,L,P,1.9,-0.9,0.97
0.85,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.6500000000000001,1.6500000000000001
0.86,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.86,LL,PL,False,False,L,L,P,L,1.2,0.8599999999999999,-1.032
0.86,LL,LP,False,False,L,L,L,P,2.2,0.14,-0.30800000000000005
0.86,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.34
0.86,PL,LL,False,False,P,L,L,L,1.2,-1.032,0.8599999999999999
0.86,PL,PL,True,True,P,L,P,L,0.0,1.3072000000000001,1.3072000000000001
0.86,PL,LP,False,False,P,L,L,P,0.92,-0.6512000000000001,0.7928
0.86,PL,PP,False,False,P,L,P,P,0.47999999999999987,1.6880000000000002,1.24
0.86,LP,LL,False,False,L,P,L,L,2.2,-0.30800000000000005,0.14
